topic_id,rank,keyword,weight
16,4,catastrophic forgetting,0.017333
16,5,catastrophic,0.016874
16,6,cl,0.01076
16,7,incremental,0.010265
16,8,replay,0.009564
16,9,learning,0.009201
16,10,old,0.009052
17,1,federated,0.041667
17,2,federated learning,0.034993
17,3,fl,0.029638
17,4,clients,0.025719
17,5,client,0.016187
17,6,communication,0.015543
17,7,local,0.012428
17,8,server,0.01143
17,9,learning fl,0.011369
17,10,distributed,0.01058
18,1,pose,0.030656
18,2,body,0.020635
18,3,pose estimation,0.01913
18,4,3d,0.018332
18,5,human pose,0.016851
18,6,human,0.014877
18,7,estimation,0.013467
18,8,3d human,0.013133
18,9,poses,0.00948
18,10,clothing,0.008894
19,1,reinforcement learning,0.015617
19,2,reinforcement,0.015431
19,3,exploration,0.014419
19,4,rl,0.013861
19,5,reward,0.009741
19,6,agent,0.009215
19,7,policy,0.008611
19,8,curiosity,0.008089
19,9,environments,0.008081
19,10,agents,0.007639
20,1,hate,0.046767
20,2,hate speech,0.039167
20,3,offensive,0.028856
20,4,speech,0.024063
20,5,speech detection,0.018332
20,6,offensive language,0.015779
20,7,toxic,0.015272
20,8,social media,0.013773
20,9,social,0.013475
20,10,media,0.012966
21,1,uncertainty,0.02097
21,2,calibration,0.013148
21,3,bayesian,0.010441
21,4,flows,0.009742
21,5,variational,0.009596
21,6,posterior,0.00912
21,7,normalizing,0.008183
21,8,normalizing flows,0.007006
21,9,distribution,0.006334
21,10,variational inference,0.006333
22,1,privacy,0.040733
22,2,private,0.029496
22,3,differentially private,0.018442
22,4,differentially,0.018304
22,5,differential privacy,0.016311
22,6,dp,0.013729
22,7,differential,0.012604
22,8,leakage,0.009493
22,9,privacypreserving,0.008879
22,10,dpsgd,0.008152
23,1,action,0.04147
23,2,action recognition,0.023945
23,3,video,0.022131
23,4,temporal,0.01833
23,5,recognition,0.012715
23,6,temporal action,0.011729
23,7,videos,0.011722
23,8,action detection,0.01133
23,9,actions,0.008825
23,10,action localization,0.008703
24,1,summarization,0.057948
24,2,summaries,0.030878
24,3,abstractive,0.025598
24,4,summary,0.0209
24,5,abstractive summarization,0.016526
24,6,text summarization,0.015254
24,7,extractive,0.011163
24,8,document,0.009625
24,9,summarization models,0.009615
24,10,rouge,0.0093
25,1,fairness,0.059829
25,2,fair,0.023574
25,3,bias,0.013511
25,4,groups,0.009459
25,5,sensitive,0.00898
25,6,algorithmic,0.008175
25,7,unfairness,0.008053
25,8,machine learning,0.007861
25,9,discrimination,0.007725
25,10,sensitive attributes,0.007276
26,1,domain,0.040092
26,2,domain adaptation,0.030498
26,3,adaptation,0.029922
26,4,source,0.022222
26,5,target,0.020821
26,6,target domain,0.019178
26,7,unsupervised domain,0.015456
26,8,uda,0.015421
26,9,source domain,0.014652
26,10,domains,0.013219
27,1,question,0.028953
27,2,qa,0.02759
27,3,answering,0.02389
27,4,question answering,0.023359
27,5,answer,0.020846
27,6,questions,0.018693
27,7,answers,0.014642
27,8,opendomain,0.013706
27,9,retrieval,0.013351
27,10,mrc,0.01193
28,1,word,0.029402
28,2,embeddings,0.021041
28,3,sentence,0.018192
28,4,similarity,0.014503
28,5,word embeddings,0.013682
28,6,embedding,0.012714
28,7,sense,0.012452
28,8,words,0.012357
28,9,word sense,0.008953
28,10,semantic,0.008399
29,1,lidar,0.033714
29,2,3d,0.025204
29,3,3d object,0.02519
29,4,object detection,0.019344
29,5,point,0.017127
29,6,object,0.01625
29,7,detection,0.013274
29,8,point clouds,0.01288
29,9,clouds,0.012761
29,10,point cloud,0.011466
30,1,game,0.04721
30,2,games,0.036299
30,3,mcts,0.014367
30,4,players,0.013689
30,5,chess,0.01322
30,6,board,0.012999
30,7,ai,0.01261
30,8,player,0.012236
30,9,search,0.010835
30,10,alphazero,0.01034
31,1,quantization,0.047899
31,2,quantized,0.015529
31,3,compression,0.012035
31,4,binary,0.009979
31,5,weights,0.009351
31,6,accuracy,0.00925
31,7,hardware,0.009065
31,8,precision,0.00906
31,9,networks,0.007958
31,10,mixedprecision,0.00775
32,1,molecular,0.038798
32,2,molecules,0.024156
32,3,protein,0.023094
32,4,drug,0.020131
32,5,molecule,0.017626
32,6,chemical,0.015758
32,7,graph,0.009773
32,8,property prediction,0.009611
32,9,drug discovery,0.008814
32,10,drugs,0.008696
33,1,prompt,0.02636
33,2,fewshot,0.018721
33,3,prompts,0.017789
33,4,incontext,0.016967
33,5,tuning,0.013604
33,6,incontext learning,0.012536
33,7,language models,0.011301
33,8,prompt tuning,0.010184
33,9,instruction,0.009782
33,10,language,0.009761
34,1,logic,0.018039
34,2,reasoning,0.017616
34,3,symbolic,0.015574
34,4,neurosymbolic,0.011231
34,5,analogical,0.010642
34,6,logical,0.008261
34,7,intelligence,0.007491
34,8,neural,0.007289
34,9,ilp,0.007159
34,10,analogy,0.007017
35,1,trajectory,0.027033
35,2,trajectory prediction,0.020169
35,3,driving,0.016395
35,4,prediction,0.014978
35,5,pedestrian,0.014539
35,6,trajectories,0.013808
35,7,pedestrians,0.011708
35,8,traffic,0.011507
35,9,autonomous,0.011443
35,10,motion,0.011159
36,1,superresolution,0.023675
36,2,deblurring,0.022645
36,3,sr,0.020245
36,4,image,0.016197
36,5,denoising,0.015573
36,6,blur,0.013854
36,7,restoration,0.012934
36,8,image superresolution,0.012364
36,9,image restoration,0.010258
36,10,noise,0.009159
37,1,tracking,0.06015
37,2,trackers,0.02224
37,3,object tracking,0.018666
37,4,mot,0.017203
37,5,tracker,0.016719
37,6,object,0.014221
37,7,multiobject,0.013212
37,8,multiobject tracking,0.012393
37,9,association,0.008668
37,10,visual tracking,0.008622
38,1,adversarial,0.026417
38,2,attack,0.021849
38,3,attacks,0.021834
38,4,backdoor,0.011966
38,5,adversarial attacks,0.011692
38,6,adversarial examples,0.011102
38,7,nlp,0.01037
38,8,robustness,0.009952
38,9,examples,0.009153
38,10,defense,0.008584
39,1,style,0.027204
39,2,style transfer,0.01736
39,3,diffusion,0.016301
39,4,texttoimage,0.016133
39,5,image,0.013383
39,6,diffusion models,0.01152
39,7,artistic,0.011326
39,8,images,0.010467
39,9,paintings,0.010313
39,10,transfer,0.009541
40,1,planning,0.037846
40,2,symbolic,0.009644
40,3,plans,0.008983
40,4,plan,0.008377
40,5,planners,0.007476
40,6,pddl,0.007454
40,7,reinforcement,0.007157
40,8,domains,0.007104
40,9,reinforcement learning,0.007054
40,10,rl,0.006986
41,1,multiagent,0.04164
41,2,agents,0.028326
41,3,marl,0.027196
41,4,multiagent reinforcement,0.02436
41,5,cooperative,0.01865
41,6,reinforcement,0.016505
41,7,reinforcement learning,0.016479
41,8,learning marl,0.012281
41,9,policy,0.011565
41,10,agent,0.010755
42,1,radiance,0.025658
42,2,nerf,0.024457
42,3,rendering,0.021268
42,4,3d,0.017585
42,5,view synthesis,0.017233
42,6,view,0.016984
42,7,neural radiance,0.016398
42,8,radiance fields,0.016107
42,9,scene,0.01495
42,10,views,0.014095
43,1,ner,0.055069
43,2,entity recognition,0.035639
43,3,named entity,0.035564
43,4,entity,0.035186
43,5,named,0.028976
43,6,recognition ner,0.017881
43,7,recognition,0.016211
43,8,entities,0.012791
43,9,nested,0.011907
43,10,named entities,0.00848
44,1,point,0.05442
44,2,point cloud,0.047415
44,3,cloud,0.044174
44,4,clouds,0.025267
44,5,point clouds,0.025258
44,6,3d point,0.017
44,7,3d,0.014107
44,8,points,0.009383
44,9,completion,0.009184
44,10,local,0.008996
45,1,traffic,0.036174
45,2,spatiotemporal,0.01513
45,3,travel,0.01265
45,4,mobility,0.012566
45,5,prediction,0.011971
45,6,forecasting,0.010996
45,7,traffic forecasting,0.010176
45,8,flow,0.009485
45,9,spatial,0.009366
45,10,urban,0.009009
46,1,news,0.077603
46,2,fake news,0.066597
46,3,fake,0.062881
46,4,news detection,0.035179
46,5,media,0.013109
46,6,detection,0.012822
46,7,misinformation,0.012296
46,8,social media,0.01095
46,9,social,0.0107
46,10,articles,0.0104
47,1,knowledge graph,0.035328
47,2,knowledge,0.020816
47,3,entities,0.019983
47,4,graph,0.019427
47,5,embedding,0.017412
47,6,kg,0.017303
47,7,link prediction,0.016538
47,8,graph completion,0.016386
47,9,graph embedding,0.016276
47,10,knowledge graphs,0.016273
48,1,relation,0.054649
48,2,relation extraction,0.048038
48,3,extraction,0.035425
48,4,relations,0.016729
48,5,entity,0.016629
48,6,documentlevel,0.013914
48,7,documentlevel relation,0.012364
48,8,entities,0.009125
48,9,distant supervision,0.008852
48,10,distant,0.008154
49,1,navigation,0.036782
49,2,embodied,0.020193
49,3,agent,0.015366
49,4,environment,0.0135
49,5,vln,0.013439
49,6,instructions,0.012554
49,7,agents,0.011108
49,8,affordance,0.010371
49,9,visual,0.009579
49,10,environments,0.008805
50,1,face,0.045524
50,2,face recognition,0.031863
50,3,recognition,0.01598
50,4,facial,0.015945
50,5,faces,0.013072
50,6,landmark,0.012628
50,7,facial landmark,0.009373
50,8,age,0.009226
50,9,face detection,0.00908
50,10,masked,0.007679
51,1,generation,0.029809
51,2,text generation,0.028273
51,3,text,0.019349
51,4,language generation,0.015658
51,5,nlg,0.014007
51,6,decoding,0.01031
51,7,beam,0.009502
51,8,metrics,0.008951
51,9,beam search,0.008947
51,10,language,0.008882
52,1,gender,0.044941
52,2,bias,0.0442
52,3,biases,0.029095
52,4,gender bias,0.026584
52,5,debiasing,0.018436
52,6,stereotypes,0.014028
52,7,word embeddings,0.012312
52,8,embeddings,0.011964
52,9,word,0.011825
52,10,language models,0.011684
53,1,hardware,0.019099
53,2,devices,0.014893
53,3,dnn,0.013172
53,4,memory,0.012167
53,5,energy,0.012159
53,6,edge,0.01197
53,7,inference,0.009902
53,8,tinyml,0.009813
53,9,latency,0.009293
53,10,consumption,0.008278
54,1,transformer,0.021302
54,2,attention,0.020112
54,3,selfattention,0.015784
54,4,transformers,0.015487
54,5,sequence,0.011814
54,6,position,0.00977
54,7,length,0.009507
54,8,memory,0.009292
54,9,sequence length,0.007982
54,10,sequences,0.007735
55,1,fewshot,0.041359
55,2,fewshot learning,0.026915
55,3,fsl,0.013344
55,4,fewshot classification,0.011422
55,5,classes,0.011034
55,6,metalearning,0.010063
55,7,novel classes,0.009
55,8,query,0.008696
55,9,fewshot segmentation,0.007996
55,10,support,0.007923
56,1,crosslingual,0.04627
56,2,languages,0.029991
56,3,multilingual,0.025945
56,4,crosslingual transfer,0.024822
56,5,transfer,0.019757
56,6,language,0.012711
56,7,zeroshot,0.011636
56,8,alignment,0.011339
56,9,monolingual,0.010679
56,10,zeroshot crosslingual,0.009494
57,1,reid,0.048346
57,2,person,0.045664
57,3,reidentification,0.036741
57,4,person reidentification,0.034479
57,5,reidentification reid,0.014607
57,6,person reid,0.014316
57,7,person search,0.010216
57,8,vehicle,0.009446
57,9,human parsing,0.008568
57,10,feature,0.008004
58,1,active learning,0.059432
58,2,active,0.053644
58,3,al,0.016177
58,4,learning,0.009466
58,5,learning al,0.007891
58,6,sampling,0.007833
58,7,acquisition,0.007819
58,8,pool,0.007808
58,9,query,0.007568
58,10,deep active,0.007179
59,1,distillation,0.052765
59,2,teacher,0.040169
59,3,student,0.038519
59,4,knowledge distillation,0.038427
59,5,knowledge,0.020754
59,6,kd,0.018165
59,7,teachers,0.013586
59,8,teacher model,0.01101
59,9,student model,0.010819
59,10,student network,0.00963
60,1,explanations,0.022167
60,2,attribution,0.019079
60,3,explanation,0.016692
60,4,concept,0.010608
60,5,attribution methods,0.010189
60,6,interpretability,0.008932
60,7,interpretable,0.008141
60,8,explainable,0.007714
60,9,concepts,0.007565
60,10,xai,0.006507
61,1,vqa,0.036013
61,2,visual question,0.03012
61,3,visual,0.025814
61,4,answering,0.021718
61,5,question,0.021658
61,6,question answering,0.020552
61,7,answer,0.013026
61,8,questions,0.013002
61,9,multimodal,0.010994
61,10,answering vqa,0.010365
62,1,segmentation,0.029961
62,2,medical image,0.026207
62,3,medical,0.025903
62,4,image segmentation,0.02328
62,5,image,0.010421
62,6,medical images,0.007643
62,7,semisupervised,0.00763
62,8,images,0.006796
62,9,dice,0.006292
62,10,3d,0.005899
63,1,facial,0.042242
63,2,expression,0.028277
63,3,facial expression,0.022838
63,4,expression recognition,0.022375
63,5,au,0.018033
63,6,emotion,0.017667
63,7,fer,0.016402
63,8,recognition,0.016399
63,9,affective,0.013522
63,10,facial expressions,0.01233
64,1,parsing,0.04905
64,2,dependency,0.032187
64,3,parser,0.026132
64,4,treebank,0.021016
64,5,parsers,0.019434
64,6,amr,0.018676
64,7,dependency parsing,0.0182
64,8,treebanks,0.015286
64,9,ud,0.01272
64,10,srl,0.012466
65,1,code,0.043267
65,2,program,0.021499
65,3,code generation,0.019714
65,4,programming,0.016215
65,5,source code,0.012842
65,6,programs,0.012058
65,7,program synthesis,0.011087
65,8,programming languages,0.009399
65,9,generation,0.009267
65,10,code summarization,0.008937
66,1,plant,0.021652
66,2,crop,0.018345
66,3,species,0.017242
66,4,weed,0.011205
66,5,leaf,0.009384
66,6,apple,0.009332
66,7,crops,0.008678
66,8,diseases,0.007793
66,9,images,0.00777
66,10,agricultural,0.007563
67,1,sentiment,0.056082
67,2,aspect,0.041594
67,3,absa,0.031219
67,4,sentiment analysis,0.02802
67,5,aspectbased,0.02428
67,6,aspectbased sentiment,0.024045
67,7,opinion,0.015129
67,8,sentiment classification,0.014949
67,9,polarity,0.012815
67,10,analysis,0.012475
68,1,tensor,0.04546
68,2,matrix,0.025225
68,3,lowrank,0.020704
68,4,nonnegative,0.017824
68,5,decomposition,0.016598
68,6,factorization,0.015607
68,7,completion,0.013247
68,8,matrices,0.012396
68,9,matrix factorization,0.012153
68,10,tensor completion,0.011797
69,1,weather,0.019138
69,2,precipitation,0.019103
69,3,climate,0.017361
69,4,air,0.016895
69,5,forecasting,0.013163
69,6,pollution,0.011935
69,7,wildfire,0.010523
69,8,temperature,0.009772
69,9,forecast,0.009066
69,10,extreme,0.008649
70,1,explanations,0.034632
70,2,explanation,0.021025
70,3,rationales,0.019664
70,4,rationale,0.012198
70,5,nlp,0.009841
70,6,interpretability,0.009703
70,7,natural language,0.009031
70,8,faithfulness,0.008658
70,9,natural,0.008055
70,10,rationalization,0.007903
71,1,linguistic,0.019683
71,2,language,0.015593
71,3,language models,0.015358
71,4,syntactic,0.013564
71,5,brain,0.013402
71,6,probing,0.009207
71,7,models,0.008442
71,8,humans,0.008334
71,9,representations,0.007718
71,10,bert,0.00764
72,1,gans,0.044052
72,2,gan,0.030744
72,3,generative adversarial,0.022091
72,4,adversarial networks,0.019919
72,5,generative,0.019343
72,6,discriminator,0.01551
72,7,networks gans,0.01412
72,8,adversarial,0.012299
72,9,generator,0.012289
72,10,mode,0.00814
73,1,handwritten,0.03107
73,2,ocr,0.027523
73,3,handwriting,0.025916
73,4,character,0.019467
73,5,recognition,0.016333
73,6,handwritten text,0.016301
73,7,text recognition,0.013219
73,8,character recognition,0.012369
73,9,handwriting recognition,0.01213
73,10,signature,0.012129
74,1,vision,0.029962
74,2,vision transformers,0.021811
74,3,transformers,0.019953
74,4,vision transformer,0.019595
74,5,vits,0.018335
74,6,vit,0.017678
74,7,transformer,0.016325
74,8,selfattention,0.014907
74,9,tokens,0.011171
74,10,vision tasks,0.010892
75,1,traffic,0.038389
75,2,driving,0.025165
75,3,control,0.020647
75,4,traffic signal,0.01963
75,5,signal control,0.018137
75,6,vehicles,0.018103
75,7,autonomous,0.017666
75,8,reinforcement,0.015619
75,9,reinforcement learning,0.014904
75,10,signal,0.013575
76,1,legal,0.096654
76,2,court,0.018436
76,3,law,0.0162
76,4,legal documents,0.015066
76,5,documents,0.013237
76,6,legal domain,0.012426
76,7,case,0.011956
76,8,judgment,0.010906
76,9,legal text,0.010512
76,10,contracts,0.009983
77,1,nas,0.05071
77,2,search,0.044019
77,3,architecture search,0.039387
77,4,neural architecture,0.032731
77,5,architecture,0.03272
77,6,search nas,0.017053
77,7,darts,0.014511
77,8,supernet,0.014421
77,9,architectures,0.014213
77,10,search space,0.013332
78,1,video,0.027056
78,2,video object,0.020033
78,3,segmentation,0.017394
78,4,object segmentation,0.01634
78,5,object,0.015794
78,6,frames,0.012401
78,7,frame,0.011148
78,8,objects,0.010097
78,9,vos,0.009441
78,10,vis,0.009279
79,1,deepfake,0.053874
79,2,forgery,0.033332
79,3,deepfake detection,0.025803
79,4,deepfakes,0.025721
79,5,forgery detection,0.015837
79,6,detection,0.015122
79,7,videos,0.013724
79,8,face forgery,0.012848
79,9,fake,0.012266
79,10,face,0.011757
80,1,multiview,0.030543
80,2,clustering,0.023625
80,3,manifold,0.017765
80,4,hyperbolic,0.016682
80,5,multiview clustering,0.014087
80,6,views,0.01356
80,7,subspace,0.009237
80,8,multiview learning,0.008989
80,9,multiview data,0.008251
80,10,embedding,0.007996
81,1,captioning,0.057957
81,2,image captioning,0.048453
81,3,captions,0.031023
81,4,caption,0.023952
81,5,image,0.019353
81,6,captioning models,0.010199
81,7,caption generation,0.00961
81,8,descriptions,0.008571
81,9,visual,0.008552
81,10,cider,0.007463
82,1,face,0.044616
82,2,antispoofing,0.024777
82,3,morphing,0.023609
82,4,face antispoofing,0.02334
82,5,face recognition,0.018519
82,6,attack,0.014438
82,7,attacks,0.014051
82,8,fas,0.013945
82,9,spoof,0.011949
82,10,attack detection,0.011804
83,1,gec,0.033857
83,2,correction,0.033615
83,3,spelling,0.029326
83,4,error correction,0.025111
83,5,grammatical,0.025055
83,6,grammatical error,0.023796
83,7,error,0.020324
83,8,errors,0.019335
83,9,chinese,0.017696
83,10,text normalization,0.014617
84,1,topic,0.059194
84,2,topics,0.027288
84,3,topic modeling,0.023121
84,4,topic models,0.021445
84,5,clustering,0.014825
84,6,documents,0.014511
84,7,neural topic,0.0136
84,8,document,0.012307
84,9,topic model,0.011941
84,10,text,0.010661
85,1,twitter,0.018367
85,2,tweets,0.017328
85,3,social,0.01712
85,4,social media,0.016291
85,5,media,0.01525
85,6,climate,0.013159
85,7,events,0.012456
85,8,disaster,0.011329
85,9,crisis,0.011285
85,10,tweet,0.010633
86,1,event,0.065268
86,2,event extraction,0.031879
86,3,extraction,0.028706
86,4,events,0.019428
86,5,argument,0.017014
86,6,causal,0.015236
86,7,arguments,0.011931
86,8,ee,0.010795
86,9,event argument,0.010744
86,10,argument extraction,0.009466
87,1,fuzzy,0.063278
87,2,rough,0.032665
87,3,decision,0.017607
87,4,rough set,0.016326
87,5,intervalvalued,0.016113
87,6,sets,0.012823
87,7,rough sets,0.012576
87,8,multicriteria,0.012362
87,9,decision making,0.012153
87,10,fuzzy sets,0.01096
88,1,reasoning,0.050857
88,2,logical,0.017154
88,3,prompting,0.015247
88,4,llms,0.014632
88,5,logical reasoning,0.014535
88,6,cot,0.014269
88,7,chainofthought,0.01292
88,8,language models,0.012735
88,9,reasoning tasks,0.011831
88,10,large language,0.011788
89,1,cancer,0.022709
89,2,breast,0.018309
89,3,wsi,0.017163
89,4,slide,0.012784
89,5,cell,0.0125
89,6,diagnosis,0.012422
89,7,wsis,0.01081
89,8,mitosis,0.010617
89,9,mil,0.010087
89,10,breast cancer,0.010052
90,1,disentangled,0.027748
90,2,disentanglement,0.024553
90,3,latent,0.024038
90,4,vae,0.018659
90,5,latent space,0.015074
90,6,disentangled representations,0.0147
90,7,variational,0.014067
90,8,vaes,0.012362
90,9,disentangled representation,0.011073
90,10,representations,0.011061
91,1,reports,0.028002
91,2,chest,0.027989
91,3,radiology,0.026993
91,4,medical,0.021815
91,5,xray,0.020908
91,6,chest xray,0.017048
91,7,radiology reports,0.014934
91,8,report generation,0.014398
91,9,report,0.014025
91,10,diagnosis,0.011024
92,1,video,0.038097
92,2,grounding,0.017447
92,3,moment,0.014348
92,4,retrieval,0.014092
92,5,videos,0.013835
92,6,temporal,0.011497
92,7,video question,0.01145
92,8,video grounding,0.010638
92,9,query,0.009878
92,10,video retrieval,0.009376
93,1,commonsense,0.090568
93,2,commonsense knowledge,0.041137
93,3,commonsense reasoning,0.032965
93,4,knowledge,0.024481
93,5,reasoning,0.022519
93,6,commonsense inference,0.009171
93,7,commonsense question,0.009128
93,8,common sense,0.008433
93,9,answering,0.007701
93,10,question answering,0.007386
94,1,augmentation,0.031248
94,2,data augmentation,0.021962
94,3,robustness,0.010295
94,4,mixup,0.009314
94,5,image,0.008217
94,6,image classification,0.008125
94,7,imagenet,0.008026
94,8,corruptions,0.007777
94,9,data,0.007116
94,10,da,0.006029
95,1,slam,0.024218
95,2,localization,0.019944
95,3,odometry,0.016351
95,4,camera,0.016213
95,5,vslam,0.015088
95,6,loop,0.013281
95,7,pose,0.013201
95,8,visual,0.012149
95,9,visual slam,0.0102
95,10,localization mapping,0.009566
96,1,explanations,0.038861
96,2,explanation,0.023229
96,3,decision,0.016696
96,4,xai,0.014446
96,5,ml,0.012862
96,6,explainable,0.012525
96,7,reasons,0.011048
96,8,explainability,0.010881
96,9,decision trees,0.009328
96,10,sufficient reasons,0.00926
97,1,multimodal,0.041132
97,2,emotion,0.031217
97,3,emotion recognition,0.022905
97,4,multimodal sentiment,0.021517
97,5,modalities,0.020277
97,6,sentiment,0.017338
97,7,modality,0.017044
97,8,sentiment analysis,0.015425
97,9,fusion,0.014228
97,10,emotions,0.012655
98,1,sign,0.097937
98,2,sign language,0.084841
98,3,language recognition,0.024027
98,4,language,0.018932
98,5,gestures,0.018302
98,6,deaf,0.012716
98,7,recognition,0.012488
98,8,sign languages,0.012306
98,9,signs,0.011692
98,10,language translation,0.010694
99,1,safe,0.042863
99,2,safety,0.032454
99,3,rl,0.023727
99,4,reinforcement learning,0.01891
99,5,reinforcement,0.018646
99,6,policy,0.017499
99,7,constraints,0.016274
99,8,safety constraints,0.014548
99,9,safe rl,0.014412
99,10,safe reinforcement,0.013309
100,1,ontology,0.059579
100,2,ontologies,0.041016
100,3,owl,0.022017
100,4,web,0.013798
100,5,ontological,0.013544
100,6,axioms,0.012617
100,7,interoperability,0.012562
100,8,knowledge,0.01251
100,9,foundational,0.010759
100,10,engineering,0.009987
101,1,intent,0.075938
101,2,intent detection,0.037413
101,3,intents,0.034738
101,4,slot,0.027168
101,5,slot filling,0.024878
101,6,intent classification,0.023811
101,7,filling,0.022682
101,8,detection slot,0.015911
101,9,detection,0.010303
101,10,utterances,0.009948
102,1,hyperspectral,0.054785
102,2,change detection,0.032671
102,3,change,0.022956
102,4,hsi,0.022419
102,5,hyperspectral image,0.021995
102,6,spectral,0.021376
102,7,hyperspectral images,0.014811
102,8,remote sensing,0.012541
102,9,remote,0.011862
102,10,sensing,0.01075
103,1,battery,0.028416
103,2,energy,0.027621
103,3,charging,0.025769
103,4,power,0.018783
103,5,electric,0.017063
103,6,ev,0.016288
103,7,grid,0.015699
103,8,market,0.012111
103,9,electricity,0.011945
103,10,batteries,0.011939
104,1,satellite,0.024614
104,2,imagery,0.019929
104,3,land,0.018669
104,4,satellite imagery,0.013574
104,5,forest,0.012073
104,6,sentinel2,0.011863
104,7,land cover,0.010633
104,8,remote,0.010323
104,9,remote sensing,0.009572
104,10,sensing,0.009257
105,1,pose,0.05833
105,2,6d,0.044462
105,3,pose estimation,0.042773
105,4,object pose,0.032779
105,5,estimation,0.028581
105,6,6d pose,0.028549
105,7,object,0.023858
105,8,6d object,0.018089
105,9,shape,0.01546
105,10,objects,0.015191
106,1,illumination,0.033591
106,2,lighting,0.030058
106,3,relighting,0.025188
106,4,reflectance,0.023875
106,5,rendering,0.022016
106,6,light,0.020806
106,7,photometric stereo,0.018115
