topic_id,rank,keyword,weight
13,9,domains,0.013589
13,10,source target,0.012641
14,1,gans,0.03803
14,2,gan,0.030946
14,3,generative,0.030735
14,4,generative adversarial,0.027251
14,5,adversarial networks,0.023297
14,6,adversarial,0.01955
14,7,discriminator,0.017377
14,8,generator,0.016176
14,9,networks gans,0.013821
14,10,distribution,0.010104
15,1,explanations,0.033719
15,2,explanation,0.0242
15,3,explainable,0.016223
15,4,interpretability,0.01528
15,5,interpretable,0.011648
15,6,xai,0.011376
15,7,explainability,0.011309
15,8,ai,0.010279
15,9,machine learning,0.008602
15,10,explainable ai,0.008099
16,1,summarization,0.069067
16,2,abstractive,0.032588
16,3,summaries,0.031742
16,4,extractive,0.025275
16,5,summary,0.019782
16,6,text summarization,0.019088
16,7,abstractive summarization,0.017881
16,8,document,0.016704
16,9,text,0.013645
16,10,multidocument,0.012305
17,1,segmentation,0.040021
17,2,semantic segmentation,0.027453
17,3,semantic,0.018571
17,4,instance segmentation,0.016962
17,5,instance,0.015115
17,6,mask,0.011102
17,7,object,0.008619
17,8,pascal,0.008457
17,9,cityscapes,0.008302
17,10,masks,0.008169
18,1,anomaly,0.04684
18,2,anomaly detection,0.038378
18,3,detection,0.024388
18,4,anomalies,0.020718
18,5,outlier,0.013833
18,6,time series,0.010915
18,7,outlier detection,0.010529
18,8,data,0.0098
18,9,series,0.009751
18,10,outliers,0.008888
19,1,reasoning,0.021246
19,2,logic,0.017684
19,3,theorem,0.013054
19,4,proof,0.01184
19,5,logical,0.011611
19,6,symbolic,0.011287
19,7,proofs,0.010691
19,8,inductive,0.009648
19,9,theorem proving,0.00937
19,10,proving,0.009234
20,1,asp,0.034765
20,2,programming,0.025816
20,3,answer set,0.024924
20,4,sat,0.021658
20,5,set programming,0.019747
20,6,constraint,0.019058
20,7,answer,0.016938
20,8,solver,0.015841
20,9,solvers,0.015396
20,10,logic,0.01512
21,1,privacy,0.051465
21,2,federated,0.02883
21,3,private,0.025192
21,4,federated learning,0.021631
21,5,differential privacy,0.019849
21,6,differential,0.015742
21,7,differentially private,0.014295
21,8,differentially,0.01411
21,9,data,0.012238
21,10,privacypreserving,0.011264
22,1,person,0.051587
22,2,reidentification,0.042882
22,3,person reidentification,0.037784
22,4,reid,0.036041
22,5,pedestrian,0.023133
22,6,person reid,0.012925
22,7,reidentification reid,0.01171
22,8,pedestrian detection,0.010458
22,9,attribute,0.008812
22,10,camera,0.008358
23,1,parsing,0.050665
23,2,dependency,0.032636
23,3,parser,0.032169
23,4,dependency parsing,0.023073
23,5,parsers,0.017313
23,6,transitionbased,0.016665
23,7,amr,0.016363
23,8,syntactic,0.013282
23,9,tree,0.012857
23,10,semantic parsing,0.012055
24,1,image,0.01857
24,2,denoising,0.017299
24,3,deblurring,0.015907
24,4,imaging,0.014879
24,5,reconstruction,0.014875
24,6,blur,0.01148
24,7,inverse,0.011043
24,8,noise,0.010775
24,9,deconvolution,0.010716
24,10,inverse problems,0.010091
25,1,routing,0.019855
25,2,problem,0.017011
25,3,search,0.015601
25,4,solutions,0.015031
25,5,vehicle routing,0.012988
25,6,optimization,0.012769
25,7,vehicle,0.011682
25,8,problems,0.011621
25,9,heuristic,0.011397
25,10,scheduling,0.01108
26,1,tracking,0.066219
26,2,visual tracking,0.020127
26,3,tracker,0.019877
26,4,trackers,0.018733
26,5,object,0.018146
26,6,object tracking,0.01785
26,7,multiobject,0.012285
26,8,filter,0.011663
26,9,correlation,0.011523
26,10,appearance,0.011245
27,1,sentiment,0.054683
27,2,sentiment analysis,0.03354
27,3,emotion,0.027162
27,4,analysis,0.019795
27,5,polarity,0.015788
27,6,emotions,0.013927
27,7,lexicon,0.012378
27,8,lexicons,0.010767
27,9,text,0.01034
27,10,words,0.010113
28,1,object,0.039615
28,2,object detection,0.033354
28,3,detection,0.02689
28,4,detectors,0.023199
28,5,detector,0.015721
28,6,object detectors,0.014527
28,7,coco,0.011754
28,8,rcnn,0.011079
28,9,objects,0.010399
28,10,bounding,0.010218
29,1,clinical,0.026858
29,2,medical,0.024822
29,3,biomedical,0.014804
29,4,health,0.011222
29,5,records,0.010021
29,6,extraction,0.009438
29,7,notes,0.009316
29,8,text,0.009283
29,9,deidentification,0.00896
29,10,entity,0.008708
30,1,causal,0.078755
30,2,observational,0.019207
30,3,variables,0.016298
30,4,observational data,0.016083
30,5,treatment,0.014972
30,6,causal inference,0.014447
30,7,causality,0.013386
30,8,causal models,0.012661
30,9,effect,0.010406
30,10,causal structure,0.009737
31,1,3d,0.036869
31,2,shape,0.032078
31,3,point,0.027955
31,4,point cloud,0.021027
31,5,cloud,0.01846
31,6,point clouds,0.018445
31,7,clouds,0.018318
31,8,3d shape,0.017049
31,9,shapes,0.01681
31,10,reconstruction,0.012924
32,1,reinforcement learning,0.02083
32,2,reinforcement,0.020663
32,3,reward,0.015273
32,4,learning,0.014117
32,5,robot,0.01321
32,6,tasks,0.012997
32,7,policy,0.012733
32,8,demonstrations,0.011247
32,9,agent,0.011192
32,10,skills,0.011179
33,1,quantization,0.039682
33,2,quantized,0.022394
33,3,weights,0.01718
33,4,hardware,0.013937
33,5,precision,0.013925
33,6,fullprecision,0.013789
33,7,networks,0.012371
33,8,accuracy,0.012345
33,9,ternary,0.01182
33,10,neural networks,0.011739
34,1,news,0.052881
34,2,fake news,0.033528
34,3,fake,0.03126
34,4,stance,0.030612
34,5,stance detection,0.018036
34,6,media,0.016572
34,7,claim,0.015933
34,8,political,0.015722
34,9,claims,0.013422
34,10,social media,0.013357
35,1,depth,0.065515
35,2,stereo,0.028805
35,3,depth estimation,0.024597
35,4,monocular,0.017271
35,5,estimation,0.016254
35,6,monocular depth,0.013074
35,7,stereo matching,0.012472
35,8,disparity,0.012433
35,9,3d,0.011125
35,10,depth map,0.010392
36,1,planning,0.054602
36,2,plan,0.020741
36,3,plans,0.018076
36,4,planners,0.01587
36,5,actions,0.013216
36,6,pddl,0.012171
36,7,goal recognition,0.011821
36,8,goal,0.010581
36,9,planning problems,0.009999
36,10,plan recognition,0.009866
37,1,style,0.053541
37,2,style transfer,0.028612
37,3,transfer,0.021015
37,4,sketch,0.018738
37,5,styles,0.017121
37,6,painting,0.016425
37,7,art,0.014795
37,8,artistic,0.014431
37,9,color,0.014291
37,10,content,0.013928
38,1,gradient,0.037488
38,2,stochastic,0.030384
38,3,descent,0.02855
38,4,sgd,0.024547
38,5,gradient descent,0.024302
38,6,stochastic gradient,0.020509
38,7,nonconvex,0.019565
38,8,convergence,0.019174
38,9,adam,0.015851
38,10,optimization,0.015716
39,1,fairness,0.074481
39,2,fair,0.030937
39,3,discrimination,0.018558
39,4,protected,0.016823
39,5,machine learning,0.01286
39,6,bias,0.011786
39,7,groups,0.010131
39,8,machine,0.009878
39,9,decisions,0.008355
39,10,group,0.008279
40,1,ontology,0.06842
40,2,ontologies,0.053034
40,3,owl,0.02645
40,4,web,0.017792
40,5,semantic web,0.012574
40,6,ontological,0.012191
40,7,knowledge,0.01185
40,8,axioms,0.011323
40,9,semantic,0.011133
40,10,rules,0.010038
41,1,relation,0.05983
41,2,relation extraction,0.054731
41,3,extraction,0.046053
41,4,distant supervision,0.019171
41,5,distant,0.01789
41,6,relations,0.017498
41,7,entity,0.017202
41,8,biomedical,0.014864
41,9,supervision,0.014466
41,10,entities,0.013902
42,1,fewshot,0.047071
42,2,metalearning,0.04291
42,3,fewshot learning,0.027792
42,4,fewshot classification,0.015705
42,5,maml,0.012249
42,6,classes,0.011307
42,7,tasks,0.010853
42,8,learning,0.010627
42,9,examples,0.008241
42,10,meta,0.008029
43,1,financial,0.023766
43,2,forecasting,0.02124
43,3,time series,0.018801
43,4,series,0.017667
43,5,fraud,0.016719
43,6,stock,0.014317
43,7,time,0.014036
43,8,prediction,0.012921
43,9,business,0.011103
43,10,price,0.010806
44,1,game,0.06451
44,2,games,0.048694
44,3,ai,0.019839
44,4,video game,0.018385
44,5,levels,0.018242
44,6,mechanics,0.014341
44,7,procedural,0.014234
44,8,game design,0.013432
44,9,content generation,0.012982
44,10,content,0.012355
45,1,instructions,0.026105
45,2,robot,0.021194
45,3,navigation,0.018474
45,4,robots,0.017754
45,5,language,0.016245
45,6,agent,0.01414
45,7,environments,0.012803
45,8,instruction,0.012672
45,9,grounding,0.012171
45,10,natural language,0.011972
46,1,vqa,0.059802
46,2,visual question,0.044821
46,3,question,0.039111
46,4,visual,0.034814
46,5,answering,0.033366
46,6,question answering,0.031711
46,7,questions,0.020758
46,8,answering vqa,0.018488
46,9,answer,0.015888
46,10,vqa models,0.013208
47,1,patients,0.033412
47,2,clinical,0.019255
47,3,health,0.018687
47,4,care,0.017015
47,5,patient,0.01606
47,6,survival,0.013259
47,7,risk,0.011939
47,8,prediction,0.011674
47,9,icu,0.011418
47,10,ehr,0.010719
48,1,convolutional,0.01636
48,2,cnns,0.014716
48,3,pooling,0.01373
48,4,convolution,0.013628
48,5,networks,0.013073
48,6,layers,0.013032
48,7,invariance,0.012406
48,8,transformations,0.01164
48,9,convolutional neural,0.011541
48,10,residual,0.011151
49,1,multiagent,0.061439
49,2,agents,0.037396
49,3,multiagent reinforcement,0.025921
49,4,reinforcement,0.019494
49,5,communication,0.019487
49,6,reinforcement learning,0.01937
49,7,marl,0.019028
49,8,cooperative,0.016177
49,9,agent,0.015693
49,10,policies,0.013817
50,1,driving,0.037927
50,2,traffic,0.033956
50,3,autonomous,0.024171
50,4,control,0.01836
50,5,vehicles,0.018358
50,6,reinforcement learning,0.01521
50,7,reinforcement,0.015145
50,8,autonomous driving,0.014493
50,9,vehicle,0.01341
50,10,deep reinforcement,0.011997
51,1,emotion,0.050495
51,2,multimodal,0.032121
51,3,emotion recognition,0.029707
51,4,modalities,0.016153
51,5,emotional,0.016042
51,6,emotions,0.015697
51,7,audio,0.013469
51,8,recognition,0.013018
51,9,sentiment,0.011175
51,10,fusion,0.011129
52,1,saliency,0.072276
52,2,salient,0.033491
52,3,salient object,0.027179
52,4,saliency maps,0.015489
52,5,saliency map,0.015358
52,6,saliency detection,0.015118
52,7,object,0.014695
52,8,maps,0.013864
52,9,object detection,0.013042
52,10,detection,0.01285
53,1,game,0.040906
53,2,games,0.03437
53,3,playing,0.017831
53,4,player,0.015899
53,5,players,0.015823
53,6,chess,0.015348
53,7,card,0.015145
53,8,alphazero,0.014432
53,9,monte carlo,0.01334
53,10,monte,0.01333
54,1,forgetting,0.041467
54,2,catastrophic,0.034152
54,3,catastrophic forgetting,0.034017
54,4,continual,0.030801
54,5,continual learning,0.026117
54,6,lifelong,0.020499
54,7,lifelong learning,0.01859
54,8,tasks,0.016731
54,9,incremental,0.014972
54,10,memory,0.014153
55,1,uncertainty,0.032622
55,2,bayesian,0.020632
55,3,calibration,0.015444
55,4,gaussian,0.015439
55,5,ensemble,0.01435
55,6,bayesian neural,0.011462
55,7,ensembles,0.011046
55,8,gp,0.010089
55,9,posterior,0.009672
55,10,gaussian process,0.009497
56,1,facial,0.056794
56,2,expression,0.041904
56,3,facial expression,0.034932
56,4,expression recognition,0.027606
56,5,pain,0.017537
56,6,recognition,0.017343
56,7,expressions,0.017176
56,8,fer,0.016777
56,9,emotion,0.016556
56,10,au,0.015238
57,1,camera,0.029585
57,2,slam,0.023056
57,3,pose,0.018256
57,4,cameras,0.017357
57,5,odometry,0.016603
57,6,motion,0.014832
57,7,visual odometry,0.012952
57,8,monocular,0.012506
57,9,shutter,0.011231
57,10,sfm,0.010076
58,1,captioning,0.054694
58,2,image captioning,0.042769
58,3,captions,0.025829
58,4,image,0.025011
58,5,caption,0.022246
58,6,descriptions,0.012414
58,7,attention,0.011216
58,8,visual,0.00924
58,9,mscoco,0.00916
58,10,images,0.008357
59,1,remote sensing,0.031009
59,2,remote,0.029636
59,3,sensing,0.025508
59,4,satellite,0.023154
59,5,imagery,0.019064
59,6,land,0.016267
59,7,aerial,0.013704
59,8,images,0.013426
59,9,change detection,0.012819
59,10,land cover,0.012741
60,1,bounds,0.020807
60,2,mixture,0.016193
60,3,bound,0.013419
60,4,generalization,0.012618
60,5,mixtures,0.011612
60,6,sample,0.011305
60,7,sampling,0.010897
60,8,distributions,0.01049
60,9,mcmc,0.009856
60,10,complexity,0.009739
61,1,hashing,0.073632
61,2,hash,0.037254
61,3,codes,0.026097
61,4,retrieval,0.02258
61,5,hashing methods,0.020034
61,6,hash codes,0.019975
61,7,binary,0.019383
61,8,deep hashing,0.015373
61,9,search,0.014392
61,10,hamming,0.012521
62,1,aspect,0.049627
62,2,sentiment,0.042645
62,3,reviews,0.03329
62,4,sentiment analysis,0.026478
62,5,aspectbased,0.024837
62,6,review,0.022498
62,7,aspectbased sentiment,0.022185
62,8,opinion,0.017199
62,9,extraction,0.013811
62,10,aspects,0.013459
63,1,face,0.067341
63,2,face recognition,0.036999
63,3,recognition,0.018966
63,4,faces,0.017692
63,5,facial,0.013716
63,6,3d face,0.013558
63,7,3d,0.010453
63,8,loss,0.009878
63,9,face images,0.009312
63,10,images,0.009006
64,1,matrix,0.051901
64,2,factorization,0.021985
64,3,matrix factorization,0.021926
64,4,lowrank,0.021274
64,5,matrix completion,0.017
64,6,rank,0.016453
64,7,nonnegative matrix,0.01618
64,8,nonnegative,0.016179
64,9,lowrank matrix,0.013127
64,10,matrices,0.01276
65,1,hate,0.06157
65,2,hate speech,0.054179
65,3,offensive,0.036088
65,4,speech,0.030202
65,5,social,0.021522
65,6,media,0.019545
65,7,social media,0.019112
65,8,toxic,0.017766
65,9,abusive,0.017664
65,10,speech detection,0.016861
66,1,music,0.063519
66,2,poetry,0.03553
66,3,musical,0.024745
66,4,lyrics,0.024671
66,5,poems,0.022935
66,6,generation,0.019575
66,7,chinese,0.01877
66,8,melody,0.01437
66,9,poem,0.013095
66,10,song,0.01288
67,1,recommendation,0.033542
67,2,recommender,0.020111
67,3,items,0.019672
67,4,user,0.017324
67,5,users,0.017279
67,6,recommender systems,0.015294
67,7,collaborative,0.014004
67,8,recommendations,0.013909
67,9,item,0.012082
67,10,collaborative filtering,0.011511
68,1,generation,0.039082
68,2,nlg,0.029244
68,3,text generation,0.027121
68,4,language generation,0.020453
68,5,text,0.019654
68,6,datatotext,0.014435
68,7,metrics,0.014217
68,8,natural language,0.013675
68,9,content,0.013113
68,10,language,0.012616
69,1,lidar,0.0423
69,2,3d,0.041138
69,3,3d object,0.029878
69,4,point,0.02395
69,5,object detection,0.021549
69,6,point clouds,0.020821
69,7,clouds,0.020251
69,8,object,0.020032
69,9,detection,0.018486
69,10,point cloud,0.016425
70,1,latent,0.032031
70,2,variational,0.031756
70,3,vae,0.023207
70,4,generative,0.020516
70,5,autoencoders,0.020199
70,6,autoencoder,0.015406
70,7,generative models,0.015298
70,8,posterior,0.014496
70,9,vaes,0.014474
70,10,variational autoencoders,0.01416
71,1,labels,0.027429
71,2,label,0.025188
71,3,noise,0.020024
71,4,label noise,0.019535
71,5,semisupervised,0.018893
71,6,noisy labels,0.017545
71,7,semisupervised learning,0.015585
71,8,ssl,0.015084
71,9,noisy,0.014969
71,10,unlabeled,0.010347
72,1,topic,0.085198
72,2,topics,0.051097
72,3,topic models,0.042764
72,4,topic modeling,0.02119
72,5,topic model,0.019556
72,6,documents,0.018168
72,7,dirichlet,0.01618
72,8,latent,0.015665
72,9,document,0.015404
72,10,lda,0.01367
73,1,pruning,0.078657
73,2,compression,0.019175
73,3,sparsity,0.017438
73,4,pruned,0.016608
73,5,filters,0.013317
73,6,channel,0.012717
73,7,network pruning,0.012623
73,8,network,0.012161
73,9,filter,0.012014
73,10,channel pruning,0.011523
74,1,ensemble,0.020268
74,2,imbalance,0.018923
74,3,imbalanced,0.016621
74,4,forest,0.015905
74,5,oversampling,0.01542
74,6,boosting,0.013356
74,7,minority,0.012946
74,8,class,0.012839
74,9,classifiers,0.012728
74,10,smote,0.012683
75,1,fuzzy,0.077994
75,2,rough,0.021753
75,3,decision,0.020823
75,4,fuzzy sets,0.019345
75,5,fri,0.01818
75,6,criteria,0.017906
75,7,owa,0.016549
75,8,interval,0.015854
75,9,sets,0.013597
75,10,rough set,0.012708
76,1,recurrent,0.036174
76,2,memory,0.023093
76,3,rnn,0.021496
76,4,recurrent neural,0.020699
76,5,rnns,0.020245
76,6,lstm,0.018164
76,7,networks,0.013977
76,8,lstms,0.012892
76,9,gru,0.012118
76,10,neural networks,0.011855
77,1,molecules,0.032984
77,2,molecular,0.029612
77,3,protein,0.024966
77,4,chemical,0.021757
77,5,drug,0.01996
77,6,binding,0.016953
77,7,prediction,0.014872
77,8,molecule,0.014347
77,9,drug discovery,0.014347
77,10,graph,0.011249
78,1,driving,0.027328
78,2,trajectory,0.02636
78,3,prediction,0.022737
78,4,trajectory prediction,0.020268
78,5,pedestrian,0.015508
78,6,future,0.014721
78,7,trajectories,0.01399
78,8,driver,0.013601
78,9,vehicle,0.013336
78,10,autonomous,0.013047
79,1,language,0.026907
79,2,language models,0.025717
79,3,neural language,0.017267
79,4,language modeling,0.014083
79,5,lstm,0.014078
79,6,recurrent,0.013786
79,7,syntactic,0.013223
79,8,models,0.013194
79,9,recurrent neural,0.012611
79,10,language model,0.012216
80,1,policy,0.055913
80,2,policy gradient,0.028521
80,3,actorcritic,0.026364
80,4,gradient,0.0242
80,5,policy optimization,0.018992
80,6,reinforcement learning,0.016619
80,7,offpolicy,0.016616
80,8,reinforcement,0.016413
80,9,critic,0.015504
80,10,trust region,0.013288
81,1,handwritten,0.051122
81,2,character,0.028324
81,3,characters,0.021344
81,4,character recognition,0.019267
81,5,recognition,0.018207
81,6,ocr,0.016747
81,7,handwriting,0.013189
81,8,bangla,0.012436
81,9,documents,0.01217
81,10,word spotting,0.010733
82,1,architecture search,0.040096
82,2,search,0.039525
82,3,nas,0.038468
82,4,architecture,0.029656
82,5,neural architecture,0.029524
82,6,architectures,0.021946
82,7,search space,0.015549
82,8,search nas,0.013677
82,9,neural,0.012833
82,10,network,0.010461
83,1,exploration,0.041645
83,2,rl,0.026381
83,3,reinforcement,0.024493
83,4,reinforcement learning,0.024228
83,5,dqn,0.017904
83,6,deep reinforcement,0.013849
83,7,deep,0.010836
83,8,learning,0.010602
83,9,qlearning,0.010572
83,10,reward,0.010039
84,1,gec,0.037114
84,2,error correction,0.031567
84,3,simplification,0.031174
84,4,correction,0.030428
84,5,grammatical,0.030103
84,6,grammatical error,0.029696
84,7,error,0.021814
84,8,translation,0.018194
84,9,machine translation,0.015377
84,10,sentence,0.01508
85,1,fashion,0.036179
85,2,clothing,0.024789
85,3,aesthetics,0.017905
85,4,visual,0.017009
85,5,image,0.013367
85,6,aesthetic,0.013347
85,7,images,0.011741
85,8,outfit,0.010778
85,9,photos,0.010588
85,10,recommendation,0.010242
86,1,clustering,0.065901
86,2,kmeans,0.048567
86,3,clusters,0.030068
86,4,cluster,0.020972
86,5,spectral clustering,0.015504
86,6,algorithm,0.013101
86,7,dbscan,0.01284
86,8,spectral,0.012779
86,9,kmeans clustering,0.011319
86,10,density,0.010795
87,1,law,0.022844
87,2,words,0.022627
87,3,change,0.019975
87,4,word,0.018399
87,5,semantic change,0.017771
87,6,languages,0.015636
87,7,phylogenetic,0.015457
87,8,language,0.013521
87,9,diachronic,0.013187
87,10,frequency,0.013141
88,1,hyperparameter,0.031656
88,2,optimization,0.029639
88,3,bayesian optimization,0.028167
88,4,bayesian,0.022548
88,5,hyperparameters,0.01798
88,6,automl,0.017134
88,7,hyperparameter optimization,0.016978
88,8,bo,0.016063
88,9,surrogate,0.014467
88,10,function,0.012035
89,1,distributed,0.046189
89,2,communication,0.029659
89,3,sgd,0.029086
89,4,convergence,0.017644
89,5,gradient,0.017361
89,6,byzantine,0.012773
89,7,workers,0.012545
89,8,stochastic,0.011899
89,9,federated,0.01151
89,10,distributed learning,0.011464
90,1,referring,0.02625
90,2,visual,0.019755
90,3,referring expression,0.018215
90,4,relationships,0.017456
90,5,objects,0.014861
90,6,expression,0.014244
90,7,scene,0.01409
90,8,scene graph,0.013673
90,9,relationship,0.013538
90,10,relations,0.01341
91,1,denoising,0.032161
91,2,compression,0.022626
91,3,image,0.022023
91,4,restoration,0.018484
91,5,image denoising,0.017942
91,6,image compression,0.01753
91,7,image restoration,0.014317
91,8,jpeg,0.012887
91,9,noise,0.011819
91,10,convolutional,0.010855
92,1,imagetoimage,0.023486
92,2,imagetoimage translation,0.02034
92,3,generative adversarial,0.019387
92,4,image,0.019146
92,5,generative,0.018496
92,6,translation,0.015662
92,7,synthesis,0.014981
92,8,images,0.014977
92,9,adversarial networks,0.014465
92,10,adversarial,0.014114
93,1,face,0.055186
93,2,facial,0.029193
93,3,landmark,0.02903
93,4,face detection,0.027628
93,5,face alignment,0.02248
93,6,faces,0.018667
93,7,facial landmark,0.017536
93,8,landmarks,0.017196
93,9,alignment,0.015817
93,10,detection,0.014267
94,1,registration,0.086664
94,2,image registration,0.041104
94,3,deformation,0.019995
94,4,image,0.016388
94,5,symmetry,0.014098
94,6,deformable,0.013416
94,7,images,0.011034
94,8,medical image,0.011033
94,9,diffeomorphic,0.010881
94,10,ct,0.010735
95,1,pose,0.058949
95,2,3d,0.043033
95,3,human pose,0.039371
95,4,3d human,0.037134
95,5,pose estimation,0.03628
95,6,3d pose,0.031294
95,7,body,0.029118
95,8,human,0.024767
95,9,estimation,0.024493
95,10,2d,0.020457
96,1,mdp,0.031365
96,2,markov decision,0.028148
96,3,markov,0.027415
96,4,reward,0.023849
96,5,policy,0.02223
96,6,decision,0.020236
96,7,mdps,0.019432
96,8,decision processes,0.018614
96,9,policies,0.018091
96,10,decision process,0.015561
97,1,hand,0.062271
97,2,sign,0.032203
97,3,gesture,0.031533
97,4,hand pose,0.030779
97,5,sign language,0.029187
97,6,gestures,0.023997
97,7,pose,0.022655
97,8,gesture recognition,0.020812
97,9,3d,0.017179
97,10,pose estimation,0.016999
98,1,superresolution,0.056997
98,2,sr,0.039741
98,3,image superresolution,0.028023
98,4,image,0.023186
98,5,hr,0.020677
98,6,lr,0.020323
98,7,resolution,0.015802
98,8,images,0.015186
98,9,lowresolution,0.015137
98,10,single image,0.014841
99,1,belief,0.074273
99,2,theory,0.046939
99,3,dempstershafer,0.045496
99,4,belief functions,0.040593
99,5,evidence,0.033183
99,6,functions,0.028112
99,7,evidence theory,0.025696
99,8,belief function,0.022587
99,9,dempstershafer theory,0.022473
99,10,choice functions,0.022161
100,1,illumination,0.032863
100,2,reflectance,0.027407
100,3,color,0.023406
100,4,lighting,0.02211
100,5,light,0.020027
100,6,constancy,0.019482
100,7,color constancy,0.019216
100,8,image,0.013727
100,9,scene,0.012743
100,10,images,0.011501
101,1,argumentation,0.122269
101,2,arguments,0.052614
101,3,semantics,0.046664
101,4,argument,0.030552
101,5,argumentation frameworks,0.029539
101,6,abstract argumentation,0.028726
101,7,abstract,0.026429
101,8,frameworks,0.024786
101,9,bipolar,0.020333
101,10,acceptability,0.017668
102,1,equations,0.030193
102,2,differential,0.028085
102,3,differential equations,0.027801
102,4,physics,0.021659
102,5,partial differential,0.01987
102,6,physical,0.017285
102,7,odes,0.016528
102,8,equation,0.016299
102,9,neural,0.014191
102,10,neural odes,0.013334
103,1,communication,0.03191
103,2,emergent,0.025104
103,3,language,0.024787
103,4,agents,0.02351
103,5,emergent communication,0.015529
103,6,emergence,0.015317
103,7,grounded,0.014621
103,8,game,0.013665
103,9,multiagent,0.013282
103,10,language learning,0.013156
104,1,traffic,0.071382
104,2,traffic flow,0.030338
104,3,prediction,0.023198
104,4,flow,0.022994
104,5,forecasting,0.021494
104,6,transportation,0.016538
104,7,road,0.015836
104,8,congestion,0.013719
104,9,spatial,0.012258
104,10,spatiotemporal,0.012068
105,1,fingerprint,0.057691
105,2,iris,0.04759
105,3,biometric,0.039971
105,4,minutiae,0.02576
105,5,antispoofing,0.024104
105,6,iris recognition,0.020094
105,7,template,0.018886
105,8,face,0.016462
105,9,recognition,0.016141
105,10,biometrics,0.016091
106,1,argument,0.058321
106,2,arguments,0.033355
106,3,argumentative,0.022432
106,4,argumentation,0.021401
106,5,debate,0.020397
106,6,argument mining,0.018346
106,7,speeches,0.01773
106,8,mining,0.017579
106,9,argumentation mining,0.01439
106,10,claims,0.01291
