topic_id,rank,keyword,weight
14,1,segmentation,0.028789
14,2,medical,0.01799
14,3,medical image,0.017298
14,4,image segmentation,0.016321
14,5,tumor,0.00896
14,6,image,0.008928
14,7,dice,0.007188
14,8,sam,0.007083
14,9,imaging,0.007064
14,10,brain,0.006653
15,1,weather,0.017437
15,2,forecasting,0.015313
15,3,climate,0.012707
15,4,precipitation,0.010489
15,5,flood,0.009085
15,6,forecasts,0.007737
15,7,prediction,0.007587
15,8,meteorological,0.007475
15,9,weather forecasting,0.007242
15,10,wind,0.006988
16,1,rag,0.03101
16,2,retrieval,0.019155
16,3,retrievalaugmented,0.016209
16,4,retrievalaugmented generation,0.013601
16,5,generation rag,0.011043
16,6,documents,0.010016
16,7,retrieved,0.009998
16,8,qa,0.00945
16,9,question,0.009111
16,10,answering,0.008873
17,1,regret,0.034517
17,2,bandit,0.023255
17,3,bandits,0.02316
17,4,arm,0.01471
17,5,online,0.014419
17,6,multiarmed,0.01318
17,7,bound,0.01303
17,8,algorithm,0.011658
17,9,arms,0.011355
17,10,algorithms,0.011089
18,1,federated,0.038487
18,2,federated learning,0.032007
18,3,clients,0.027254
18,4,fl,0.026323
18,5,client,0.017791
18,6,local,0.013358
18,7,heterogeneity,0.012143
18,8,communication,0.010711
18,9,learning fl,0.010655
18,10,global,0.010545
19,1,reasoning,0.02083
19,2,visual,0.017884
19,3,multimodal,0.013852
19,4,visual reasoning,0.011532
19,5,multimodal reasoning,0.010932
19,6,mllms,0.010127
19,7,vlms,0.006787
19,8,perception,0.006534
19,9,visionlanguage,0.005588
19,10,multimodal large,0.005554
20,1,traffic,0.03076
20,2,mobility,0.017977
20,3,urban,0.016478
20,4,spatiotemporal,0.01381
20,5,prediction,0.011002
20,6,transportation,0.010518
20,7,trajectory,0.009844
20,8,traffic flow,0.008604
20,9,travel,0.008087
20,10,flow,0.008024
21,1,graph,0.037693
21,2,gnns,0.022277
21,3,node,0.020412
21,4,graph neural,0.015069
21,5,graphs,0.013272
21,6,nodes,0.011759
21,7,gnn,0.010909
21,8,networks,0.010332
21,9,neural networks,0.009981
21,10,oversmoothing,0.008876
22,1,explanations,0.026023
22,2,xai,0.019973
22,3,explanation,0.01315
22,4,explainable,0.01077
22,5,concept,0.010673
22,6,explainability,0.009494
22,7,interpretability,0.008501
22,8,explainable ai,0.007765
22,9,concepts,0.007764
22,10,attribution,0.007558
23,1,bias,0.03584
23,2,gender,0.03566
23,3,biases,0.023115
23,4,gender bias,0.018505
23,5,fairness,0.012112
23,6,stereotypes,0.011403
23,7,demographic,0.008986
23,8,social,0.008892
23,9,llms,0.007977
23,10,debiasing,0.007761
24,1,adversarial,0.040931
24,2,attacks,0.030724
24,3,attack,0.02123
24,4,backdoor,0.015662
24,5,adversarial attacks,0.015654
24,6,adversarial examples,0.013517
24,7,robustness,0.012503
24,8,defense,0.012122
24,9,perturbations,0.009053
24,10,examples,0.008997
25,1,pose,0.030773
25,2,pose estimation,0.019725
25,3,hand,0.018839
25,4,human pose,0.016552
25,5,3d,0.015144
25,6,estimation,0.013687
25,7,human,0.013468
25,8,motion,0.013145
25,9,3d human,0.012386
25,10,body,0.009638
26,1,time series,0.039211
26,2,series,0.036603
26,3,forecasting,0.034734
26,4,time,0.025201
26,5,series forecasting,0.02328
26,6,multivariate,0.007803
26,7,series data,0.006866
26,8,temporal,0.006856
26,9,timeseries,0.006847
26,10,longterm,0.006063
27,1,translation,0.058794
27,2,machine translation,0.035144
27,3,mt,0.020381
27,4,machine,0.01683
27,5,translations,0.015898
27,6,nmt,0.013883
27,7,neural machine,0.012933
27,8,translation quality,0.012824
27,9,languages,0.012373
27,10,qe,0.009146
28,1,fairness,0.063427
28,2,fair,0.019226
28,3,bias,0.013395
28,4,protected,0.010098
28,5,attributes,0.009706
28,6,sensitive,0.008317
28,7,groups,0.00794
28,8,sensitive attributes,0.007867
28,9,algorithmic,0.007537
28,10,machine learning,0.00748
29,1,languages,0.030374
29,2,multilingual,0.02649
29,3,crosslingual,0.024056
29,4,english,0.012687
29,5,lowresource,0.012594
29,6,language,0.011955
29,7,lowresource languages,0.009837
29,8,crosslingual transfer,0.009114
29,9,transfer,0.008744
29,10,highresource,0.006886
30,1,continual,0.040953
30,2,continual learning,0.037599
30,3,forgetting,0.023396
30,4,cl,0.01687
30,5,catastrophic forgetting,0.016675
30,6,catastrophic,0.016446
30,7,learning,0.011766
30,8,incremental,0.009904
30,9,replay,0.008257
30,10,plasticity,0.007885
31,1,mental,0.030937
31,2,mental health,0.029427
31,3,depression,0.026918
31,4,health,0.022807
31,5,counseling,0.016303
31,6,psychological,0.01216
31,7,suicide,0.010234
31,8,social media,0.00826
31,9,depression detection,0.00812
31,10,therapy,0.007652
32,1,texts,0.019748
32,2,text,0.019129
32,3,aigenerated,0.015793
32,4,authorship,0.014492
32,5,detectors,0.012645
32,6,aigenerated text,0.012437
32,7,machinegenerated,0.010786
32,8,literary,0.010622
32,9,style,0.010238
32,10,humanwritten,0.010155
33,1,legal,0.080978
33,2,law,0.012237
33,3,court,0.010979
33,4,legal reasoning,0.010595
33,5,judicial,0.010167
33,6,legal domain,0.010076
33,7,case,0.009649
33,8,cases,0.00743
33,9,judgment,0.006532
33,10,documents,0.005609
34,1,document,0.022966
34,2,ocr,0.020582
34,3,handwritten,0.014098
34,4,text,0.013735
34,5,documents,0.01279
34,6,recognition,0.010967
34,7,character,0.010062
34,8,layout,0.009408
34,9,handwriting,0.007921
34,10,ancient,0.00775
35,1,gui,0.042273
35,2,web,0.019868
35,3,agents,0.019708
35,4,gui agents,0.017594
35,5,mobile,0.014633
35,6,agent,0.01267
35,7,web agents,0.009194
35,8,grounding,0.009135
35,9,gui agent,0.008477
35,10,graphical user,0.007771
36,1,sentiment,0.049654
36,2,sentiment analysis,0.031317
36,3,absa,0.014306
36,4,analysis,0.012884
36,5,opinion,0.012721
36,6,reviews,0.012673
36,7,aspectbased,0.012012
36,8,aspect,0.011967
36,9,aspectbased sentiment,0.011226
36,10,product,0.01114
37,1,deepfake,0.031893
37,2,forgery,0.028792
37,3,deepfake detection,0.019534
37,4,detection,0.017369
37,5,deepfakes,0.012744
37,6,forensic,0.011408
37,7,forgery detection,0.01101
37,8,images,0.010355
37,9,aigenerated,0.009435
37,10,image,0.009153
38,1,anomaly,0.05944
38,2,anomaly detection,0.042824
38,3,anomalies,0.021643
38,4,detection,0.021418
38,5,normal,0.015677
38,6,anomalous,0.010073
38,7,ad,0.009844
38,8,industrial,0.009842
38,9,video anomaly,0.009448
38,10,industrial anomaly,0.008414
39,1,video,0.042954
39,2,videos,0.017828
39,3,temporal,0.013554
39,4,video understanding,0.012936
39,5,retrieval,0.010147
39,6,understanding,0.009418
39,7,grounding,0.008625
39,8,moment,0.008088
39,9,long,0.007243
39,10,long video,0.006663
40,1,knowledge,0.019861
40,2,knowledge graphs,0.015005
40,3,knowledge graph,0.013814
40,4,graphs,0.013764
40,5,graph,0.013121
40,6,kgs,0.012557
40,7,answering,0.012118
40,8,kg,0.011676
40,9,query,0.010585
40,10,reasoning,0.010276
41,1,consciousness,0.022962
41,2,intelligence,0.022349
41,3,ai,0.021391
41,4,agi,0.017579
41,5,artificial,0.014729
41,6,cognitive,0.012001
41,7,systems,0.009318
41,8,artificial intelligence,0.008012
41,9,theory,0.007598
41,10,human,0.007504
42,1,reasoning,0.029027
42,2,reasoning models,0.012983
42,3,cot,0.012541
42,4,lrms,0.009453
42,5,chainofthought,0.008561
42,6,large reasoning,0.007617
42,7,testtime,0.007424
42,8,latent,0.006597
42,9,scaling,0.006182
42,10,traces,0.006054
43,1,ai,0.039284
43,2,governance,0.015652
43,3,ai systems,0.013963
43,4,safety,0.012417
43,5,risks,0.011447
43,6,systems,0.010235
43,7,regulatory,0.01006
43,8,risk,0.010048
43,9,artificial intelligence,0.008418
43,10,ai act,0.008224
44,1,attention,0.034803
44,2,sparse attention,0.011366
44,3,sequence,0.011125
44,4,linear attention,0.011052
44,5,linear,0.010765
44,6,longcontext,0.010387
44,7,length,0.009285
44,8,transformers,0.009262
44,9,long,0.00881
44,10,softmax,0.008502
45,1,financial,0.058875
45,2,market,0.01164
45,3,stock,0.011155
45,4,sentiment,0.011021
45,5,finance,0.010941
45,6,esg,0.009728
45,7,trading,0.009702
45,8,news,0.007667
45,9,financial domain,0.00743
45,10,analysis,0.006323
46,1,vqa,0.018878
46,2,multimodal,0.01719
46,3,visual question,0.015964
46,4,question,0.013655
46,5,visual,0.013466
46,6,mllms,0.013281
46,7,answering,0.013128
46,8,question answering,0.011978
46,9,questions,0.008225
46,10,multimodal large,0.007834
47,1,dialogue,0.047711
47,2,dialogues,0.014881
47,3,persona,0.01363
47,4,dialogue systems,0.011888
47,5,conversational,0.010649
47,6,conversation,0.010414
47,7,taskoriented,0.010302
47,8,roleplaying,0.009243
47,9,dialog,0.008094
47,10,dialogue generation,0.007967
48,1,preference,0.046694
48,2,preferences,0.023742
48,3,dpo,0.02269
48,4,preference optimization,0.019822
48,5,reward,0.017672
48,6,alignment,0.017567
48,7,rlhf,0.016209
48,8,human preferences,0.015806
48,9,direct preference,0.011156
48,10,optimization,0.011144
49,1,knowledge graph,0.032243
49,2,knowledge,0.021986
49,3,knowledge graphs,0.018799
49,4,graph,0.017317
49,5,graph completion,0.015858
49,6,entities,0.015284
49,7,kgc,0.015261
49,8,kg,0.015104
49,9,kgs,0.015055
49,10,graphs,0.014094
50,1,game,0.038259
50,2,games,0.026381
50,3,strategic,0.015305
50,4,agents,0.010132
50,5,negotiation,0.009244
50,6,llms,0.007348
50,7,language,0.006591
50,8,llm,0.006349
50,9,gaming,0.005973
50,10,content generation,0.005717
51,1,infrared,0.019359
51,2,fusion,0.017984
51,3,uav,0.013185
51,4,thermal,0.012393
51,5,aerial,0.011842
51,6,detection,0.011051
51,7,object detection,0.009434
51,8,object,0.009364
51,9,crossview,0.008936
51,10,infrared small,0.008876
52,1,species,0.017913
52,2,plant,0.016316
52,3,leaf,0.014461
52,4,animal,0.011478
52,5,agricultural,0.009995
52,6,detection,0.008923
52,7,images,0.008322
52,8,disease,0.008153
52,9,crop,0.008075
52,10,wildlife,0.008044
53,1,radiology,0.031261
53,2,reports,0.021175
53,3,report generation,0.019735
53,4,report,0.019576
53,5,medical,0.018469
53,6,radiology report,0.014079
53,7,clinical,0.013787
53,8,chest,0.011392
53,9,radiology reports,0.011339
53,10,xray,0.01058
54,1,vision,0.012447
54,2,camouflaged,0.012401
54,3,object detection,0.012051
54,4,object,0.011233
54,5,transformers,0.010646
54,6,vits,0.010571
54,7,vision transformers,0.010332
54,8,sod,0.008078
54,9,vit,0.008075
54,10,salient,0.007856
55,1,neurosymbolic,0.036209
55,2,symbolic,0.02186
55,3,logic,0.014849
55,4,logical,0.013863
55,5,neurosymbolic ai,0.012651
55,6,probabilistic,0.010941
55,7,nesy,0.010096
55,8,neural,0.009727
55,9,reasoning,0.009349
55,10,ai,0.007613
56,1,planning,0.057219
56,2,pddl,0.018385
56,3,plans,0.016606
56,4,plan,0.014603
56,5,planning problems,0.010491
56,6,planners,0.00967
56,7,travel,0.008506
56,8,constraints,0.007914
56,9,problems,0.0073
56,10,search,0.007241
57,1,scientific,0.030046
57,2,science,0.014011
57,3,ai,0.012528
57,4,research,0.012317
57,5,discovery,0.012047
57,6,scientific discovery,0.010667
57,7,agents,0.010558
57,8,scientists,0.008814
57,9,data science,0.008327
57,10,physics,0.007866
58,1,adversarial,0.026851
58,2,attacks,0.02271
58,3,attack,0.022024
58,4,backdoor,0.012594
58,5,defense,0.009907
58,6,adversarial attacks,0.009515
58,7,harmful,0.008116
58,8,prompts,0.007919
58,9,adversarial examples,0.007867
58,10,prompt,0.007464
59,1,domain,0.033997
59,2,adaptation,0.028188
59,3,domain adaptation,0.024727
59,4,target,0.018032
59,5,target domain,0.01745
59,6,uda,0.014908
59,7,source,0.01456
59,8,tta,0.011752
59,9,testtime adaptation,0.011216
59,10,unsupervised domain,0.0104
60,1,hallucination,0.05156
60,2,hallucinations,0.037873
60,3,hallucination detection,0.031121
60,4,detection,0.011201
60,5,llms,0.008371
60,6,hallucinated,0.00757
60,7,large language,0.006505
60,8,hallucinations large,0.006403
60,9,language models,0.006328
60,10,uncertainty,0.006138
61,1,clustering,0.056883
61,2,cluster,0.014855
61,3,multiview,0.014324
61,4,kmeans,0.012901
61,5,clusters,0.012419
61,6,multiview clustering,0.009729
61,7,algorithm,0.00834
61,8,views,0.008321
61,9,clustering algorithms,0.007933
61,10,spectral clustering,0.007486
62,1,hate,0.0525
62,2,hate speech,0.04644
62,3,speech,0.029325
62,4,speech detection,0.022371
62,5,offensive,0.015486
62,6,toxic,0.014534
62,7,social media,0.014347
62,8,content,0.013707
62,9,toxicity,0.013378
62,10,media,0.013164
63,1,summarization,0.060585
63,2,summaries,0.037408
63,3,summary,0.02128
63,4,abstractive,0.018688
63,5,text summarization,0.013121
63,6,abstractive summarization,0.012688
63,7,document,0.010104
63,8,multidocument,0.008755
63,9,text,0.008132
63,10,extractive,0.008034
64,1,code,0.04357
64,2,code generation,0.027205
64,3,programming,0.013773
64,4,programming languages,0.011232
64,5,generation,0.009611
64,6,python,0.009306
64,7,code llms,0.009027
64,8,llms,0.008601
64,9,program,0.008409
64,10,humaneval,0.007552
65,1,quantization,0.074783
65,2,quantized,0.013853
65,3,lowbit,0.013663
65,4,posttraining quantization,0.01339
65,5,weight,0.013387
65,6,ptq,0.013273
65,7,weights,0.011806
65,8,bit,0.010535
65,9,posttraining,0.010121
65,10,quantization methods,0.009916
66,1,prompt,0.015962
66,2,clip,0.015872
66,3,zeroshot,0.013937
66,4,prompt learning,0.012968
66,5,visionlanguage,0.010864
66,6,prompts,0.010228
66,7,visionlanguage models,0.009998
66,8,visual,0.009435
66,9,fewshot,0.00809
66,10,vlms,0.008029
67,1,avatar,0.023837
67,2,avatars,0.02223
67,3,garment,0.021854
67,4,3d,0.019179
67,5,tryon,0.015852
67,6,facial,0.013967
67,7,animation,0.013279
67,8,animatable,0.012447
67,9,virtual tryon,0.011758
67,10,garments,0.011708
68,1,graph,0.028966
68,2,graphs,0.01638
68,3,node,0.014589
68,4,textattributed,0.009816
68,5,graph neural,0.009356
68,6,gnns,0.009215
68,7,textattributed graphs,0.008284
68,8,node classification,0.006427
68,9,graph learning,0.006268
68,10,relational,0.006267
69,1,flow,0.022206
69,2,flow matching,0.020318
69,3,diffusion,0.018615
69,4,sampling,0.017544
69,5,matching,0.016459
69,6,diffusion models,0.013819
69,7,ode,0.011853
69,8,velocity,0.011635
69,9,generative,0.010528
69,10,transport,0.00978
70,1,safety,0.047277
70,2,harmful,0.019175
70,3,safety alignment,0.018529
70,4,unsafe,0.015661
70,5,refusal,0.013666
70,6,alignment,0.011844
70,7,safe,0.009022
70,8,llms,0.008424
70,9,prompts,0.007812
70,10,multilingual,0.007314
71,1,icl,0.050522
71,2,incontext,0.039448
71,3,incontext learning,0.033891
71,4,demonstrations,0.02458
71,5,learning icl,0.017642
71,6,demonstration,0.01601
71,7,examples,0.012448
71,8,manyshot,0.009648
71,9,learning,0.008219
71,10,demonstration selection,0.007799
72,1,lora,0.044188
72,2,lowrank,0.035084
72,3,finetuning,0.021297
72,4,peft,0.018601
72,5,lowrank adaptation,0.01797
72,6,adaptation,0.015154
72,7,rank,0.015086
72,8,parameterefficient finetuning,0.014244
72,9,parameterefficient,0.013396
72,10,compression,0.01114
73,1,judges,0.01768
73,2,evaluation,0.016993
73,3,llm,0.009613
73,4,evaluators,0.009609
73,5,llmasajudge,0.009583
73,6,judge,0.00912
73,7,llms,0.008126
73,8,human,0.008068
73,9,llm judges,0.007574
73,10,judgments,0.006509
74,1,political,0.042874
74,2,stance,0.034391
74,3,stance detection,0.021857
74,4,media,0.015176
74,5,bias,0.013455
74,6,ideological,0.012917
74,7,news,0.012832
74,8,political bias,0.01206
74,9,discourse,0.00964
74,10,parliamentary,0.008309
75,1,spatial,0.037361
75,2,spatial reasoning,0.02986
75,3,reasoning,0.014577
75,4,geometric,0.012295
75,5,vlms,0.011665
75,6,geometry,0.011463
75,7,3d,0.008646
75,8,mllms,0.007812
75,9,spatial understanding,0.007641
75,10,visual,0.007405
76,1,cancer,0.023923
76,2,pathology,0.016067
76,3,wsi,0.015568
76,4,slide,0.015452
76,5,mil,0.014036
76,6,wsis,0.014023
76,7,breast,0.011872
76,8,multiple instance,0.010518
76,9,instance learning,0.010343
76,10,lung,0.010343
77,1,tabular,0.038273
77,2,tabular data,0.022824
77,3,feature selection,0.016308
77,4,trees,0.015577
77,5,feature,0.012923
77,6,selection,0.011304
77,7,decision trees,0.009014
77,8,tree,0.008446
77,9,data,0.007586
77,10,decision,0.007299
78,1,proof,0.038856
78,2,theorem,0.03745
78,3,theorem proving,0.032939
78,4,proving,0.031781
78,5,lean,0.028226
78,6,proofs,0.025748
78,7,mathematical,0.024836
78,8,formal,0.023943
78,9,theorems,0.014394
78,10,mathematics,0.013869
79,1,multimodal,0.023643
79,2,modalities,0.010919
79,3,mllms,0.01085
79,4,alignment,0.010612
79,5,modality,0.009932
79,6,visual,0.009792
79,7,multimodal large,0.007884
79,8,crossmodal,0.007546
79,9,visionlanguage,0.006938
79,10,vision,0.005396
80,1,kv,0.067038
80,2,cache,0.061372
80,3,kv cache,0.051702
80,4,compression,0.014812
80,5,keyvalue,0.014207
80,6,memory,0.014044
80,7,cache compression,0.012603
80,8,eviction,0.012194
80,9,attention,0.012083
80,10,keyvalue kv,0.011283
81,1,scientific,0.026664
81,2,citation,0.018497
81,3,literature,0.013697
81,4,papers,0.013241
81,5,scientific literature,0.010416
81,6,research,0.009868
81,7,citations,0.00888
81,8,academic,0.007972
81,9,climate,0.007904
81,10,survey,0.006432
82,1,moe,0.060475
82,2,experts,0.034433
82,3,expert,0.032477
82,4,mixtureofexperts,0.025042
82,5,moe models,0.021333
82,6,routing,0.02032
82,7,mixtureofexperts moe,0.014632
82,8,mixture,0.009853
82,9,router,0.009585
82,10,mixture experts,0.009064
83,1,time series,0.051007
83,2,series,0.046617
83,3,forecasting,0.030584
83,4,time,0.030254
83,5,series forecasting,0.017275
83,6,timeseries,0.010434
83,7,series data,0.010067
83,8,textual,0.007247
83,9,tsf,0.006737
83,10,series reasoning,0.006547
84,1,quantum,0.096262
84,2,classical,0.017257
84,3,quantum computing,0.012641
84,4,quantum machine,0.010155
84,5,computing,0.009265
84,6,quantuminspired,0.008001
84,7,quantumclassical,0.007661
84,8,machine,0.006899
84,9,machine learning,0.006705
84,10,hybrid quantumclassical,0.005816
85,1,claim,0.04077
85,2,factchecking,0.034037
85,3,claims,0.028238
85,4,verification,0.027303
85,5,claim verification,0.022182
85,6,evidence,0.021722
85,7,fact verification,0.016816
85,8,fact,0.013159
85,9,factuality,0.010084
85,10,veracity,0.008911
86,1,games,0.037631
86,2,game,0.035149
86,3,chess,0.025941
86,4,poker,0.013825
86,5,search,0.011927
86,6,players,0.011726
86,7,card,0.011559
86,8,board,0.011405
86,9,alphazero,0.01037
86,10,play,0.008934
87,1,scheduling,0.030568
87,2,drl,0.015363
87,3,shop,0.014752
87,4,job shop,0.014214
87,5,job,0.014114
87,6,reinforcement,0.013911
87,7,reinforcement learning,0.013859
87,8,market,0.012627
87,9,deep reinforcement,0.012461
87,10,shop scheduling,0.012286
88,1,privacy,0.046735
88,2,private,0.014768
88,3,dp,0.013499
88,4,sensitive,0.011361
88,5,pii,0.010243
88,6,differential privacy,0.009824
88,7,leakage,0.009573
88,8,membership,0.007864
88,9,text,0.007664
88,10,privacy policies,0.007476
89,1,ontology,0.059836
89,2,ontologies,0.028994
89,3,knowledge,0.014896
89,4,ontological,0.012919
89,5,owl,0.012446
89,6,engineering,0.010911
89,7,ontology engineering,0.009315
89,8,knowledge graphs,0.007926
89,9,kgs,0.007802
89,10,kg,0.007772
90,1,diffusion,0.025115
90,2,diffusion language,0.023337
90,3,decoding,0.022254
90,4,parallel,0.017452
90,5,autoregressive,0.015924
90,6,dllms,0.015492
90,7,parallel decoding,0.015237
90,8,tokens,0.014265
90,9,dlms,0.011404
90,10,masked diffusion,0.010485
91,1,defect,0.043059
91,2,defect detection,0.025385
91,3,inspection,0.022376
91,4,crack,0.021402
91,5,defects,0.021051
91,6,detection,0.013651
91,7,crack detection,0.010778
91,8,cracks,0.010369
91,9,manufacturing,0.009661
91,10,damage,0.008569
92,1,hallucination,0.039382
92,2,hallucinations,0.03758
92,3,lvlms,0.034249
92,4,visual,0.015559
92,5,large visionlanguage,0.015309
92,6,models lvlms,0.013122
92,7,visionlanguage models,0.01259
92,8,visionlanguage,0.012454
92,9,decoding,0.011457
92,10,mllms,0.01127
93,1,quantization,0.05339
93,2,quantized,0.019742
93,3,mixedprecision,0.013423
93,4,posttraining quantization,0.010847
93,5,weights,0.010774
93,6,lowbit,0.009612
93,7,qat,0.008949
93,8,activations,0.00878
93,9,devices,0.008545
93,10,posttraining,0.008306
94,1,action,0.04953
94,2,action recognition,0.035941
94,3,recognition,0.019923
94,4,video,0.014328
94,5,temporal,0.01362
94,6,actions,0.012846
94,7,temporal action,0.011752
94,8,action detection,0.011275
94,9,videos,0.009918
94,10,video action,0.009621
95,1,uncertainty,0.030176
95,2,confidence,0.028831
95,3,uncertainty quantification,0.011448
95,4,calibration,0.010692
95,5,quantification,0.010657
95,6,llms,0.008761
95,7,confidence estimation,0.00855
95,8,answers,0.007628
95,9,responses,0.007209
95,10,language models,0.006764
96,1,spiking,0.049991
96,2,snns,0.040976
96,3,spiking neural,0.031593
96,4,neuromorphic,0.026149
96,5,spike,0.025031
96,6,snn,0.022338
96,7,networks snns,0.016609
96,8,neural networks,0.014539
96,9,neural,0.013921
96,10,networks,0.013769
97,1,depth,0.073665
97,2,depth estimation,0.026336
97,3,monocular,0.023343
97,4,monocular depth,0.01829
97,5,estimation,0.017761
97,6,depth completion,0.014998
97,7,depth maps,0.013814
97,8,camera,0.012199
97,9,depth map,0.00907
97,10,completion,0.008927
98,1,captioning,0.0312
98,2,captions,0.029929
98,3,image captioning,0.020637
98,4,image,0.018076
98,5,caption,0.015007
98,6,clip,0.012984
98,7,cir,0.012244
98,8,imagetext,0.01091
98,9,retrieval,0.009849
98,10,image retrieval,0.009085
99,1,energy,0.028593
99,2,reinforcement,0.016072
99,3,reinforcement learning,0.015369
99,4,management,0.012012
99,5,rl,0.010831
99,6,control,0.010123
99,7,power,0.009579
99,8,deep reinforcement,0.009546
99,9,grid,0.00873
99,10,offloading,0.00854
100,1,sign,0.106354
100,2,sign language,0.094472
100,3,slt,0.027409
100,4,language translation,0.025611
100,5,translation,0.022716
100,6,language recognition,0.018158
100,7,language,0.016849
100,8,deaf,0.015935
100,9,asl,0.013332
100,10,recognition,0.010636
101,1,motion,0.063588
101,2,motion generation,0.026296
101,3,motions,0.022984
101,4,human motion,0.020851
101,5,dance,0.016512
101,6,texttomotion,0.015926
101,7,generation,0.013935
101,8,human,0.010294
101,9,motion synthesis,0.009943
101,10,texttomotion generation,0.00907
102,1,eeg,0.073638
102,2,eeg signals,0.018392
102,3,seizure,0.017085
102,4,brain,0.01538
102,5,bci,0.01333
102,6,signals,0.012887
102,7,braincomputer,0.012639
102,8,decoding,0.012316
102,9,eeg data,0.011963
102,10,electroencephalography,0.011107
103,1,pruning,0.063011
103,2,compression,0.014698
103,3,networks,0.013515
103,4,pruned,0.013508
103,5,pruning methods,0.012912
103,6,network,0.010446
103,7,neural,0.010431
103,8,neural networks,0.010213
103,9,sparsity,0.009429
103,10,sparse,0.008562
104,1,satellite,0.013669
104,2,imagery,0.013617
104,3,forest,0.013536
104,4,remote sensing,0.012706
104,5,land,0.012434
104,6,remote,0.012211
104,7,agricultural,0.012068
104,8,sensing,0.012042
104,9,vegetation,0.011219
104,10,tree,0.010929
105,1,ecg,0.053395
105,2,rppg,0.022714
105,3,ppg,0.021203
105,4,heart,0.01726
105,5,physiological,0.017153
105,6,cardiac,0.015858
105,7,photoplethysmography,0.014593
105,8,heart rate,0.013414
105,9,signals,0.01202
105,10,arrhythmia,0.011167
106,1,3d,0.04342
106,2,editing,0.027153
